产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
216319798,洁玲,120g,数量：6*价格：16.68,2025-09-01,1000,82,16.68,1466
263157476,湖南德康堂,120g,"数量：6*价格：16.9,数量：12*价格：16.75,数量：24*价格：16.68",2025-11-15,3844,8,16.9,198
262493314,洁玲,120g,数量：6*价格：17.18,2026-10-02,1000,6,17.18,56
270018665,美东盈,120g,"数量：6*价格：17.48,数量：12*价格：17.4,数量：24*价格：17.2,数量：48*价格：16.85",2025-12-06,177,1,17.48,12
256201594,舒力特,120g,"数量：6*价格：18.48,数量：12*价格：18.28,数量：48*价格：18.03",2026-03-02,96,1,18.48,6
262739260,壹川,120g,数量：6*价格：18.5,2026-06-06,204,1,18.5,6
234825251,非药汇,120g,数量：4*价格：18.6,2026-09-05,242,1,18.6,4
183150339,湖北惠源,120g,数量：18*价格：16.8,2026-08-21,40,3,16.8,98
268692786,湖南德康堂,120g,"数量：6*价格：16.9,数量：12*价格：16.75,数量：24*价格：16.68",2025-11-15,3844,0,16.9,0
259906303,湖南德康堂,120g,"数量：6*价格：16.9,数量：12*价格：16.75,数量：24*价格：16.68",2025-11-15,3844,1,16.9,6
268945324,药店品种预约中心,120g,数量：12*价格：16.91,2026-06-12,46,0,16.91,0
268502150,药店品种预约中心,120g,数量：12*价格：16.91,2026-06-12,46,0,16.91,0
259910949,洁玲,120g,"数量：6*价格：17.18,数量：12*价格：16.95,数量：48*价格：16.93",2025-09-01,1000,0,17.18,0
194542507,洁玲,120g,"数量：6*价格：17.18,数量：12*价格：16.95,数量：48*价格：16.93",2025-09-01,1000,0,17.18,0
269415880,药中缘,120g,数量：15*价格：17.2,2026-08-01,630,0,17.2,0
269405595,药中缘,120g,数量：15*价格：17.2,2026-08-01,630,0,17.2,0
269404074,晋实惠,120g,数量：10*价格：17.2,2026-08-01,42,0,17.2,0
268860654,晋实惠,120g,数量：10*价格：17.2,2026-08-01,42,0,17.2,0
268154830,药中缘,120g,数量：15*价格：17.2,2026-08-01,630,0,17.2,0
267742175,药中缘,120g,数量：15*价格：17.2,2026-08-01,630,0,17.2,0
254783231,康多多,120g,数量：15*价格：17.3,2026-09-04,100,0,17.3,0
269371626,恒曦康,120g,数量：3*价格：17.46,2026-06-10,9,0,17.46,0
267900948,恒曦康,120g,数量：3*价格：17.46,2026-06-10,9,0,17.46,0
262489981,美东盈,120g,"数量：6*价格：17.48,数量：12*价格：17.4,数量：24*价格：17.2,数量：48*价格：16.85",2025-12-06,177,0,17.48,0
256143996,美东盈,120g,"数量：6*价格：17.48,数量：12*价格：17.4,数量：24*价格：17.2,数量：48*价格：16.85",2025-12-06,177,0,17.48,0
187860796,美东盈,120g,"数量：6*价格：17.48,数量：12*价格：17.4,数量：24*价格：17.2,数量：48*价格：16.85",2025-12-06,177,0,17.48,0
241926789,祥药购,120g,数量：6*价格：17.5,2025-12-08,10,0,17.5,0
195116199,湖南德康堂,120g,数量：6*价格：17.6,2025-11-15,3844,1,17.6,6
269333255,药中缘,120g,数量：15*价格：17.67,2026-08-01,630,0,17.67,0
267724138,药中缘,120g,数量：15*价格：17.67,2026-08-01,630,0,17.67,0
244090045,药中缘,120g,数量：15*价格：17.67,2026-08-01,630,1,17.67,30
194669304,壹佰益,120g,"数量：6*价格：17.69,数量：48*价格：17.6",2025-05-04,216,0,17.69,0
215640736,壹佰益,120g,数量：12*价格：17.95,2025-05-04,12,0,17.95,0
198131192,壹佰益,120g,数量：6*价格：17.95,2025-05-04,220,1,17.95,6
208335174,壹佰益,120g,数量：6*价格：17.98,2025-05-04,216,0,17.98,0
167924495,名品汇,120g,数量：12*价格：17.98,2026-09-05,153,0,17.98,0
167896963,名品汇,120g,数量：12*价格：17.98,2026-09-05,153,0,17.98,0
196133982,美东盈,120g,"数量：6*价格：17.99,数量：12*价格：17.73,数量：24*价格：17.49,数量：48*价格：16.23",2025-12-06,177,17,17.99,552
194626445,要健康,120g,数量：6*价格：17.99,2025-12-08,6,0,17.99,0
268941891,大山甲,120g,数量：5*价格：18.0,2026-09-05,1000,0,18.0,0
268933029,美易佳,120g,数量：5*价格：18.0,2026-04-16,10000,0,18.0,0
268371606,蒙特生物,120g,数量：12*价格：18.0,2026-07-01,128,0,18.0,0
265967301,大山甲,120g,数量：5*价格：18.0,2026-09-05,1000,1,18.0,5
260731274,大山甲,120g,数量：5*价格：18.0,2026-08-02,1000,1,18.0,5
260086273,美易佳,120g,数量：5*价格：18.0,2026-04-16,10000,0,18.0,0
259754436,蒙特生物,120g,数量：12*价格：18.0,2026-07-01,128,0,18.0,0
241542750,蒙特生物,120g,数量：12*价格：18.0,2026-07-01,128,0,18.0,0
195193810,美易佳,120g,数量：5*价格：18.0,2026-04-16,100000,0,18.0,0
188165603,叶丰源,120g,数量：10*价格：18.07,2026-06-06,209,0,18.07,0
24938577,广东森锐,120g,数量：10*价格：18.08,2026-06-06,209,0,18.08,0
269050173,[国瑞药业]药匣子,120g,数量：5*价格：18.12,2026-08-02,15,0,18.12,0
269419409,百年旗舰店,120g,数量：20*价格：18.2,2026-07-12,49,0,18.2,0
269350747,百年旗舰店,120g,数量：20*价格：18.2,2026-07-12,49,0,18.2,0
269136356,东莞康洁,120g,数量：10*价格：18.2,2026-06-12,200,0,18.2,0
268946601,壹川,120g,数量：10*价格：18.2,2026-06-12,260,0,18.2,0
268705800,百年旗舰店,120g,数量：20*价格：18.2,2026-07-12,49,0,18.2,0
268365568,名品汇,120g,"数量：12*价格：18.2,数量：24*价格：17.8,数量：48*价格：17.3",2026-09-05,96,0,18.2,0
267883231,百年旗舰店,120g,数量：20*价格：18.2,2026-07-12,49,0,18.2,0
267827073,壹川,120g,数量：10*价格：18.2,2026-06-12,260,0,18.2,0
263117362,广东森锐,120g,数量：10*价格：18.2,2026-06-12,260,0,18.2,0
