产品ID,公司名称,产品规格,阶梯价格,有效期,限购或库存,已售订单,价格,总销量
271010375,健善坊,250mg*200粒,数量：3*价格：59.8,2025-08-05,5,36,59.8,125
257275955,健善坊,250mg*200粒,数量：3*价格：59.8,2025-08-05,5,7,59.8,23
229601192,山东零采医疗器械,250mg*200粒,数量：3*价格：60.49,2025-07-13,10,543,60.49,2262
234615893,山东零采医疗器械,250mg*200粒,数量：3*价格：60.49,2025-07-13,10,222,60.49,915
224295743,山东零采医疗器械,250mg*200粒,数量：3*价格：60.49,2025-07-13,10,25,60.49,102
223796031,新乾方,250mg*200粒,数量：3*价格：62.8,2025-07-12,443,2609,62.8,10340
267243285,大圣旗舰店,250mg*200粒,数量：3*价格：60.48,2025-06-06,6,74,60.48,387
257631778,金迈通,250mg*200粒,数量：3*价格：60.46,2025-08-07,5,52,60.46,194
202905548,药店品种预约中心,250mg*200粒,"数量：1*价格：66.5,数量：3*价格：61.5,数量：5*价格：60.5,数量：10*价格：60.2",2025-07-11,10,285,66.5,1186
229602404,红马医械,250mg*200粒,数量：3*价格：60.49,2025-07-13,10,400,60.49,1801
250602430,国建医药,250mg*200粒,"数量：2*价格：64.0,数量：5*价格：63.0,数量：15*价格：61.5",2025-07-06,1063,31,64.0,385
262492914,成毅旗舰店,250mg*200粒,数量：3*价格：62.5,2025-08-16,3,48,62.5,144
215678521,广东森锐,250mg*200粒,"数量：2*价格：60.5,数量：5*价格：60.2",2025-08-11,5,59,60.5,198
260181560,东莞锦华,250mg*200粒,"数量：3*价格：64.5,数量：5*价格：63.5",2025-09-01,9923,6,64.5,77
215551270,药店品种预约中心,250mg*200粒,数量：3*价格：60.47,2025-08-07,6,1427,60.47,3797
250582411,国曜医药,250mg*200粒,"数量：2*价格：64.0,数量：5*价格：63.0,数量：15*价格：61.5",2025-07-06,1063,275,64.0,1885
259218334,惠州民信堂,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,16,63.5,48
255987934,兰旗医疗,250mg*200粒,"数量：1*价格：64.5,数量：5*价格：63.8,数量：10*价格：63.0,数量：12*价格：62.5",2025-04-27,4924,15,64.5,76
217676706,五行医药,250mg*200粒,数量：3*价格：63.99,2025-07-01,40,311,63.99,1396
224283107,红马医械,250mg*200粒,数量：3*价格：60.49,2025-07-13,10,235,60.49,826
183897104,养生阁,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-07-10,6,695,63.5,1379
216801339,药店品种预约中心,250mg*200粒,"数量：1*价格：63.5,数量：2*价格：62.5,数量：4*价格：61.8",2025-09-06,10,758,63.5,2360
230361958,红马医械,250mg*200粒,数量：3*价格：60.49,2025-07-13,10,23,60.49,104
236864211,,250mg*200粒,数量：5*价格：61.5,2025-07-12,1298,45,61.5,331
234263107,东莞东盈,250mg*200粒,"数量：1*价格：63.8,数量：2*价格：61.6,数量：5*价格：60.9,数量：72*价格：59.9",2025-06-22,72,68,63.8,180
195149073,,250mg*200粒,数量：5*价格：63.84,2025-04-18,394,13,63.84,1074
228621079,山东零采医疗器械,250mg*200粒,"数量：1*价格：68.99,数量：3*价格：60.49",2025-07-13,10,21,68.99,35
112606850,五行医药,250mg*200粒,数量：5*价格：74.9,2025-07-01,40,40,74.9,377
255871322,山东零采医疗器械,250mg*200粒,数量：3*价格：60.49,2025-07-13,10,4,60.49,12
227713184,药店品种预约中心,250mg*200粒,数量：3*价格：60.45,2025-08-07,6,32,60.45,123
